lemma	pos	freq_ipm
возделывать	v	1.1
воздержание	s	2.7
воздержаться	v	5.8
воздерживаться	v	3
воздеть	v	2.2
воздух	s	192.2
воздуховод	s	0.6
воздухозаборник	s	1.1
воздухоплавание	s	0.6
воздухоплаватель	s	0.5
воздухоплавательный	a	0.4
воздушно-десантный	a	2.1
воздушно-космический	a	5.5
воздушный	a	60.1
воздыхание	s	0.6
возжелать	v	1.1
воззвание	s	2
воззвать	v	1
воззрение	s	4.9
воззриться	v	1.2
возить	v	23.8
возиться	v	19.4
возлагать	v	5.9
возлагаться	v	5.1
возле	adv	0.4
возле	pr	111
возлежать	v	1.7
возликовать	v	1.3
возлияние	s	1
возложение	s	1.7
возложить	v	15.5
возлюбить	v	5.6
возлюбленная	s	8.7
возлюбленный	a	0.6
возлюбленный	s	4.1
возмездие	s	6.6
возмездный	a	1.5
возместить	v	4.9
возмечтать	v	0.5
возмещать	v	2
возмещаться	v	1.5
возмещение	s	15.7
возможно	adv	161.8
возможное	s	0.6
возможность	s	407.5
возможный	a	179.1
возмужать	v	1
возмутитель	s	0.8
возмутительный	a	2.5
возмутить	v	9.7
возмутиться	v	20.4
возмущать	v	3
возмущаться	v	14.5
возмущение	s	14.4
возмущенно	adv	5.2
возмущенный	a	2
вознаградить	v	2.5
вознаграждать	v	0.5
вознаграждаться	v	0.6
вознаграждение	s	13.6
вознамериться	v	2.8
возненавидеть	v	4.7
вознесение	s	2.9
вознесенский	a	0.5
Вознесенский	s.PROP	6.9
вознести	v	4.7
вознестись	v	2.6
возникать	v	138.4
возникновение	s	34.1
возникнуть	v	133.6
возница	s	2.1
возносить	v	2.7
возноситься	v	1.9
возня	s	8.1
возобладать	v	1.8
возобновить	v	7.3
возобновиться	v	4.1
возобновление	s	7.2
возобновлять	v	2.5
возобновляться	v	2.1
возок	s	0.6
возомнить	v	2.1
возопить	v	1.6
возрадоваться	v	1.2
возражать	v	30.2
возражение	s	16.9
возразить	v	34.9
возраст	s	144.5
возрастание	s	4.5
возрастать	v	24
возрасти	v	26.9
возрастной	a	16.7
возродить	v	6.8
возродиться	v	3.5
возрождать	v	2.3
возрождаться	v	3.7
возрождение	s	26.4
возчик	s	1.7
возыметь	v	2
воин	s	30.5
воинский	a	31.1
воинственно	adv	1.4
воинственность	s	0.5
воинственный	a	4
