id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
1920,8-Sep-2016,1,"Rio Grande, at Nuevo Laredo, Tamaulipas, Mexico",27.4531416,-99.6148525,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1921,9-Sep-2016,1,"Desert near to Aswan, Egypt",23.459686,30.6654494,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1922,9-Sep-2016,1,"Desert near Abou Hammad, Egypt",30.5433725,31.5777529,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1923,10-Sep-2016,1,"Rio Grande, at Nuevo Laredo, Tamaulipas, Mexico",27.4531416,-99.6148525,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1924,10-Sep-2016,1,"Informal migrant camp outside Mogul, Huelva, Spain",37.261167,-6.9559125,Europe,Europe,Unknown / Other,Unknown
1925,11-Sep-2016,6,"Danube River, near village of Archar, Bulgaria",43.8085947,22.904275,Europe,Europe,Drowning,Drowning
1926,11-Sep-2016,1,"Rio Grande near Km. 90 of Carretera 2 between Guerrero and Hidalgo, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1927,11-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1928,12-Sep-2016,1,"Darien Gap, Meteti, Panama, close to the border with Colombia",7.7811194,-77.9325564,Central America,Central America,Sickness,Respiratory illness
1929,12-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1930,12-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1931,13-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1932,13-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1933,14-Sep-2016,5,"Unspecified location northwest of Tripoli, Libya",33.3686315,12.1119778,Mediterranean,Mediterranean,Unknown / Other,Unknown
1934,14-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1935,15-Sep-2016,1,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Drowning,Drowning
1936,15-Sep-2016,1,"Ali Sebih town, Djibouti",11.1496092,42.6992897,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1937,16-Sep-2016,8,"Gulf of Uraba, Colombia, near border with Panama",8.6974576,-77.3112695,South America,South America,Mixed,Mixed
1938,16-Sep-2016,2,"Near Hargeisa, Somalia",9.5488981,44.0293346,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1939,16-Sep-2016,1,"N216, Port access ramp, Calais, France",50.9518803,1.8339367,Europe,Europe,Accident,Hit by vehicle
1940,16-Sep-2016,1,"Between Hidalgo, Coahuila, Mexico and the US border",27.7921754,-99.8707594,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1941,17-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1942,17-Sep-2016,1,"Azezo, Ethiopia",12.5561539,37.4133395,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1943,19-Sep-2016,25,"Webb County jurisdiction, Texas",27.7150873,-99.9079019,US-Mexico Border,US-Mexico Border,Mixed,Mixed
1944,19-Sep-2016,2,"Khartoum, Sudan",15.5015341,32.5025561,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1945,19-Sep-2016,2,"Al Qadarif, Sudan",14.0316722,35.3417723,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1946,19-Sep-2016,2,"Small mountain cave near to Aswan, Egypt",21.9067695,30.8222529,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1947,19-Sep-2016,1,"Abandoned ABEX factory, Patras, Greece",38.2490092,21.7105864,Europe,Europe,Violence,Stabbed
1948,19-Sep-2016,1,"Rio Grande, south of Eagle Pass, Maverick County, Texas",28.6376735,-100.5282163,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1949,19-Sep-2016,1,"Kessala, Sudan",15.4558144,36.3787571,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1950,19-Sep-2016,1,"Atbara, Sudan",17.6922271,33.9762492,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1951,19-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1952,20-Sep-2016,3,"In north Sinai Desert, Egypt",29.5001532,33.9979088,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1953,20-Sep-2016,2,"Al Qadarif, Sudan",14.0316722,35.3417723,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1954,20-Sep-2016,1,"Off the coast of Sidi Mechreg, Tunisia",37.16257,9.1214544,Mediterranean,Mediterranean,Starvation / Dehydration,Dehydration
1955,20-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1956,20-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1957,20-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1958,20-Sep-2016,1,"Tunduma, Tanzania",-9.3095648,32.7689479,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1959,21-Sep-2016,288,"12 km (7.5 m) off the coast of Burg Rashid, Egypt",31.4732818,30.3236402,Mediterranean,Mediterranean,Drowning,Drowning
1960,21-Sep-2016,20,"Unknown location between Cuba and the Florida Keys, US. Bodies found in various locations.",24.7132563,-81.1194852,Caribbean,Caribbean,Drowning,Drowning
1961,21-Sep-2016,7,"Shimaliya Province, Sudan",19.4022552,27.9053789,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1962,21-Sep-2016,1,"Train tracks at intersection on Calle de Sur 20 in Modelo, Rio Blanco, Veracruz, Mexico",18.2681566,-95.8969461,Central America,Central America,Accident,Fall from train
1963,21-Sep-2016,1,"King Abdulaziz International Airport, Jeddah, Saudi Arabia",21.6688827,39.1538425,Middle East,Middle East,Unknown / Other,Plane stowaway
1964,21-Sep-2016,1,"Puente El Nancite, Sota Caballos, Cárdenas, Rivas, Nicaragua",11.1971661,-85.5140377,Central America,Central America,Unknown / Other,Unknown
1965,21-Sep-2016,1,"Migrant camp near La Cruz, Costa Rica, on border with Nicaragua",11.0970362,-85.6830116,Central America,Central America,Sickness,Sickness and lack of access to medicines
1966,21-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1967,22-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (decomposed remains)
1968,22-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1969,23-Sep-2016,1,"Showran coast, Shabwa, Hadhramaut Governorate, Yemen",15.3597416,49.7064001,Africa,Horn of Africa,Asphyxiation,Suffocation
1970,23-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1971,23-Sep-2016,1,"Garisa, Kenya",-0.4591034,39.6310758,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
1972,23-Sep-2016,1,"Jowhar, Somalia",2.7769832,45.4992664,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1973,23-Sep-2016,1,"Kismayo, Somalia",-0.3540976,42.5278184,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1974,24-Sep-2016,1,"Rio Grande near Km. 90 of Carretera 2 between Guerrero and Hidalgo, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
1975,24-Sep-2016,1,"Train tracks near port of Calais, France",50.9518803,1.8339367,Europe,Europe,Accident,Hit by train
1976,27-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1977,28-Sep-2016,18,"Bodies found at Tobruk, Libya",32.0964258,23.9205167,Mediterranean,Mediterranean,Drowning,Drowning
1978,28-Sep-2016,1,"Rio Grande, near Guerrero, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1979,29-Sep-2016,27,"Off the coast of Bodrum, Mu?la, Turkey. Likely en route to Kos",37.0319069,27.421418,Mediterranean,Mediterranean,Drowning,Drowning
1980,29-Sep-2016,14,Southeast Iran,27.3791818,58.5375272,Asia,South Asia,Accident,Vehicle Accident
1981,30-Sep-2016,5,"Sahara Desert, between Misurata and Subratah, Libya",32.45167966,14.59161225,Africa,North Africa,Accident,Vehicle Accident
1982,30-Sep-2016,1,"Daríen gap, Chocó, Colombia",7.7811194,-77.9325564,South America,South America,Violence,Cardiac arrest
1983,30-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1984,30-Sep-2016,1,"Tripoli, Libya",32.8872094,13.1913383,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1985,30-Sep-2016,1,"Sabha, Libya",27.10446257,14.82397299,Africa,North Africa,Unknown / Other,Unknown
1986,1-Oct-2016,7,"Cabo Delgado Province, Mozambique",-12.5944295,38.794922,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
1987,2-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1988,2-Oct-2016,1,"Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",28.74436816,-100.4689657,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
1989,3-Oct-2016,30,"Boats sank off the coast of Sabratha, Libya",32.878302,12.3868145,Mediterranean,Mediterranean,Drowning,Drowning
1990,3-Oct-2016,11,"Boats sank off the coast of Garabulli, Libya",32.885643,13.6786856,Mediterranean,Mediterranean,Drowning,Drowning
1991,3-Oct-2016,10,Unspecified location at least 12 km from Libyan coast,32.7279874,15.0685373,Mediterranean,Mediterranean,Unknown / Other,Unknown
1992,3-Oct-2016,1,"Body found on Avlaki beach on Ikaria, Greece",37.5998642,26.0296158,Mediterranean,Mediterranean,Drowning,Presumed drowning
1993,3-Oct-2016,1,"Jigjiga, Ethiopia",9.3521044,42.7773712,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1994,3-Oct-2016,1,"Al Fashir, Sudan",13.627617,25.3105269,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1995,3-Oct-2016,1,"Zawara, Libya",32.9284274,12.0446304,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1996,4-Oct-2016,28,Unspecified waters between Libya and Italy,34.2533716,14.4988153,Mediterranean,Mediterranean,Asphyxiation,Asphyxiation
1997,4-Oct-2016,6,"Back of a truck, Novara, Tres Valles, Veracruz, Mexico",18.2681566,-95.8969461,Central America,Central America,Starvation / Dehydration,"Dehydration, Asphyxiation"
1998,4-Oct-2016,0,"Back of a truck, Novara, Tres Valles, Veracruz, Mexico",18.2681566,-95.8969461,Central America,Central America,Starvation / Dehydration,"Dehydration, Asphyxiation"
1999,5-Oct-2016,10,"Bodies recovered from boat near Obock, Djibouti",11.9618171,43.2964341,Africa,Horn of Africa,Unknown / Other,Unknown
2000,5-Oct-2016,3,"Bodies found on the shores of Zuwara, Libya",32.9557974,12.05888,Mediterranean,Mediterranean,Drowning,Drowning
2001,6-Oct-2016,1,"Body found on beach in Kusadasi's Kadinlar Denizi neighborhood, Turkey",37.8438699,27.242286,Mediterranean,Mediterranean,Drowning,Drowning
2002,6-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2003,9-Oct-2016,2,"Bodies found on the shores of Zuwara, Libya",32.9557974,12.05888,Mediterranean,Mediterranean,Drowning,Drowning
2004,9-Oct-2016,1,"Motorway through Chunnel Tunnel, near Calais, France",50.9518803,1.8339367,Europe,Europe,Accident,Hit by vehicle
2005,9-Oct-2016,1,"Echegaray River, Pijijiapan, Chiapas, Mexico",15.6788876,-93.2305494,Central America,Central America,Drowning,Drowning
2006,9-Oct-2016,1,"Ventimiglia, A10 motorway from Liguria to France, Italy",43.8011707,7.5920284,Europe,Europe,Accident,Hit by vehicle
2007,10-Oct-2016,30,"Nyali, Sudan",12.0521564,24.8744624,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2008,10-Oct-2016,6,"Ajdabiya, Libya",30.2723743,19.0741052,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2009,10-Oct-2016,6,"Bahir Dar, Ethiopia",11.5806779,37.3103831,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2010,10-Oct-2016,5,"Matama, Ethiopia",12.9944787,36.1824054,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2011,10-Oct-2016,3,"Alexanderia, Egypt",31.2240919,29.88485,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2012,10-Oct-2016,2,"Gallabat, Sudan",12.9666496,36.1113941,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2013,10-Oct-2016,2,"Al Damar, Sudan",17.5839735,33.950157,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2014,10-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2015,10-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2016,10-Oct-2016,1,"Dire Dawa, Ethiopia",9.5575102,41.8113306,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2017,11-Oct-2016,1,"Rio Grande, near the agricultural land (ejido) El Centinela de Piedras Negras, Mexico",28.6611418,-100.5690166,US-Mexico Border,US-Mexico Border,Drowning,Drowning
2018,12-Oct-2016,4,"Unspecified location off the coast of Ceuta, Spain",35.8953846,-5.3348172,Mediterranean,Mediterranean,Drowning,Presumed drowning
2019,12-Oct-2016,1,"Rio Grande near Cuidad Acuña, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
2020,12-Oct-2016,1,"Decomposed corpse found in Evros River near Soufli, Greece border with Turkey",41.3442161,26.0996916,Europe,Europe,Drowning,Presumed drowning
2021,12-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2022,12-Oct-2016,1,"Terminal de Transporte Terrestre, Pasto, Colombia",1.1983568,-77.269367,South America,South America,Unknown / Other,Unknown
2023,14-Oct-2016,17,Unspecified location between North Africa and Italy.,38.9607242,10.9044854,Mediterranean,Mediterranean,Drowning,Presumed drowning
2024,14-Oct-2016,2,"Near Atbara, Sudan",17.6922271,33.9762492,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2025,14-Oct-2016,2,Sahra desert between Atbara and Aswan,21.9067695,30.8222529,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2026,14-Oct-2016,1,"On train tracks in Loon-Plage, near Calais, France",50.9518803,1.8339367,Europe,Europe,Accident,Hit by train
2027,14-Oct-2016,1,"Between Aguascalientes and Jalisco, Mexico",20.129511,-104.4682014,Central America,Central America,Accident,Fall from train
2028,14-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2029,14-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2030,14-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2031,14-Oct-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
2032,14-Oct-2016,1,"Abu Hamad, Sudan",19.5252595,33.2973288,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2033,14-Oct-2016,1,"Sahra desert near to Aswan, Egypt",21.9067695,30.8222529,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2034,15-Oct-2016,1,"Near Tesseney, Eritrea, at border with Sudan",15.1115526,36.230819,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2035,15-Oct-2016,1,"Molki, Eritrea",14.8731339,38.1555819,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2036,15-Oct-2016,1,"Near Karora, Eritrea",17.7025623,38.3630391,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2037,16-Oct-2016,5,"Abri, Sudan",20.7948323,30.3382944,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2038,18-Oct-2016,1,"Norrent-Fontes Migrant camp, Béthune, France",50.5298736,2.626163,Europe,Europe,Violence,Stabbed
2039,18-Oct-2016,1,"Off Florida Keys, US",23.2735573,-81.24822,Caribbean,Caribbean,Drowning,Presumed drowning
2040,18-Oct-2016,1,"A20 Highway, near Sellindge, Kent, UK",51.1018952,0.9833916,Europe,Europe,Accident,Crushed in back of truck
2041,18-Oct-2016,1,"Harar, Ethiopia",9.3128486,42.1006391,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2042,18-Oct-2016,1,"Berbera, Somalia",10.4325373,44.9946415,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2043,18-Oct-2016,1,"Aswan, Egypt",23.285107,31.5204557,Africa,North Africa,Sickness,Sickness and lack of access to medicines
2044,18-Oct-2016,1,"Near Garowe, Somalia",8.4066579,48.4713577,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
2045,19-Oct-2016,9,"40 miles northeast of Tripoli, Libya",33.1025518,13.1308465,Mediterranean,Mediterranean,Unknown / Other,Unknown
